Dekan,Dekanin bzw. Dekan,0
Dekane,Dekanate,0
Dekane,Dekaninnen und Dekane,1
Delegierten,Delegiertinnen und Delegierte,1
Demonstranten,Demonstrierende,0
Dentist,Dentistin bzw. Dentist,0
Dentisten,Dentisten*innen,1
Dentisten,Dentistinnen und Dentisten,1
Desinfektionsgehilfe,Desinfektionsgehilfin bzw. -gehilfe,0
Desinfektionsgehilfen,Desinfektionsgehilfinnen und -gehilfen,1
Dezentrale Administratoren,Dezentrale Administrator*innen,1
Dezentraler Administrator,Dezentrale Administratorin bzw. Administrator,0
Dezernatsleiter,Dezernatsleiterin bzw. -leiter,0
Dezernatsleiter,Dezernatsleiterinnen und -leiter,1
